review,rating,timestamp
Aplikasi sangat baik.. Masukan saya (KLR8NL) bwt isi reperalnya bwt rewadnya dan tolong di tambah kn metode pembayaran nya agar di beri opsi pilihan bisa menggunakan apa saja CAS dn aplikasi lainx jgn cuma pakai aplikasi Link aja Kasihan yg belum memiliki akun tersebut jd kendala untuk memiliki aplikasi tambahan sedangkan yg di miliki sjenis aplikasi tersebut sudah banyak. Semoga saran sya berguna untuk ke depan nya...,5,2024-12-25 17:47:28
"Aplikasi gk jelas. Sudah beberapa kali daftar ket ""terjadi kesalahan sistem"" Sudah ikutin cara2 dari CS, hapus chace, ganti 3 hp, laptop dll. Masih tetap dan hub call Canter sudah habis Pulsa puluahan ribu masih aja tidak di lanjuti keluhan masyarakat. Hai bung anda buat peraturan seperti ini menyusahkan masyarakat kecil apalagi orang2 usaha mikro. Yg aneh mobil mewah aja dapet bbm subsidi. Lah ane yang mobil tua odong2 buat usaha susah amat. Hidup persulit. Masyarakat di cekik",1,2024-12-25 16:47:58
Sudah daftar subsidi tepat dan sudah terdaftar..tapi sampai sekarang belum dapat barcode..,1,2024-12-25 16:38:47
Jelek ga bisa... Susah amat mau beli BBM prasaan,1,2024-12-25 15:43:59
Sering apdend,1,2024-12-25 15:26:47
Tepat,5,2024-12-25 15:13:39
"Wooii ini aplikasi gimana udah 4 hari coba buat akun selalu notice keluar jaringan bermasalah terus ini gimana, korupsi aja yg di perkuat jaringan bermasalah terus, bangkee, ini gimana cara daftarnya kalau bermasalah trus jringannya",1,2024-12-25 14:51:31
nice,5,2024-12-25 14:44:26
"Aplikasi yg sangat mempersulit,sudah daftar dan sudah bisa tapi untuk selanjut harus daftar ulang lagi setelah aplikasi diback ...payah",1,2024-12-25 14:13:17
Mantull,5,2024-12-25 14:00:16
Kurang bagus,5,2024-12-25 13:50:26
Aplikasi bikin ribet kebanyakan syarat nyusahin rakyat,1,2024-12-25 13:01:34
Transaksi pakai QR tapi di aplikasi tidak ada laporan transaksi nya. Aneh,1,2024-12-25 11:47:32
Mantap,5,2024-12-25 11:37:16
mantab,5,2024-12-25 11:27:09
Program tolol buat susah masyarakat,1,2024-12-25 10:31:02
Untuk mendaftar subsidi tepat mypertamina untuk foto STNK gak bisa di upload dari galeri,4,2024-12-25 09:33:08
"Minta kirim kode QR kenomer GK kekirim GK jelas,ribet terlalu rumit sudah di coba berulang kali daptar,kembali ke awal lagi,gimana aplikasi begini",1,2024-12-25 09:19:39
siip,5,2024-12-25 08:37:38
mudah pisan penggunaannya aplikasi ini,5,2024-12-25 08:33:16
"Menyusahkan rakyat kalian ini, udh daftarnya ribetttt aplikasi pantekkkkkkkk",1,2024-12-25 08:21:21
"kenapa gw mau Regis/daftar ga bisa setiap udh buat akun pesti ada tulisan email anda sudah terdaftar,kapan daftarnya cobaa,perbaiki dong,demi Bpk gw ini, apaaan laah",3,2024-12-25 08:17:43
Tc f eeee,4,2024-12-25 07:57:49
"Sangat membantu, Sekali Terimakasih",5,2024-12-25 06:40:30
praktis dan cepat,5,2024-12-25 06:21:23
QR tidak muncul.. tolong bantu solusi,1,2024-12-25 05:18:35
Bagus..cukup baik,4,2024-12-25 04:27:21
oke,5,2024-12-25 04:13:08
bagaimana jika STNK belum jadi cuma lembar depan aja????? soalnya ganti plat nomor,2,2024-12-25 03:56:36
"Butuh 3 hari untuk bisa daftar, setelahnya banyak fitur dengan message error, Tolong perbaiki pop up eror nya",2,2024-12-25 03:34:22
Banyak bug menyusahkan,1,2024-12-25 03:31:02
"1.Pendaftaran rumit,2.nopol sudah terdaftar sendiri sedangkan kita baru mau daftar 3. Syarat nya pake BPK segala bukan semua warga negara Indonesia ini semudah yang klen pikiran, lunas kridit BPKB simpan dalam lemari, minta fotokan ke bank proses lagi, kalo takut kasih subsidi dak usah bos,, bikin harga selangit Tampa subsidi kami sadar mau tak mau harus beli jika butuh,,",1,2024-12-25 03:24:45
Sangat membantu,4,2024-12-25 02:46:22
Pelayanan Cepat & Ramah,5,2024-12-25 02:38:09
"The database from both my pertamina and police dept are unreliable. So many troubles during the use, lack of data safety, the app cant read the data we put and make us stuck in the process. So bad app vendor and bad project lead. Anyway, run, this is the biggest oil company here but the management is so bad, what do you expect from this place.",1,2024-12-25 01:56:24
"Kalau bisa aplikasi ini juga mengcover aturan pembelian LPG trutama yg 3 kg... Supaya distribusi nya kepada kami rakyat miskin bisa merata... Masa tiap beli LPG di pangkalan (harga Rp19000-20000) habis terus... Shg terpaksa kami beli yg dijual pedagang eceran seharga 35000, 75% lebih mahal",2,2024-12-25 01:39:45
Tukar poin voucer bbm ga ada. Ga menarik. Lagi.,4,2024-12-25 00:22:49
Ok banget,5,2024-12-24 22:57:19
Nggk jelas app buruk burik merugikan,1,2024-12-24 20:04:13
"Didownload sudah, muter muter terus suruh isi, gak dapat kode QR nya.",2,2024-12-24 16:53:40
"Ini para (Dev) tidak ada solusi atau alternatif lain. saya sudah email, kirim video recorder, tetapi belum ada solusi. coba kalau mamang salahnya di kami, coba anda (development) liat video yang sudah saya kirim di email. jangan diabaikan dong. kami cuman masyarakat biasa.. kalau kami masyarakat luar biasa ngapain cape2 antri pertalite berjam2",1,2024-12-24 14:43:37
"Payan aplikasinya,buat pin klaim keterangannya pin sudah d gunakan sebelumnya,di ganti pin ttp sama hasilnya,,,ngaco",1,2024-12-24 14:13:44
Update terus,4,2024-12-24 13:44:31
Saya mau hubungkan akun ovo tetapi kode verifikasi enggak di kirim,1,2024-12-24 13:30:23
sangat mudah digunakan,5,2024-12-24 13:25:49
JANGAN DOWNLOAD GAME INI NANTI NYESEL HAHAHAHA HAYUK PAL PALE PALE,5,2024-12-24 12:24:07
Baik baik saja,5,2024-12-24 12:01:47
sangat cocok untuk driver online,5,2024-12-24 12:00:20
"Bikin ribet mau beli bensin bayar aja susah banget,coba perbaiki lagi aplikasi nya,apa ini jg proyek,yg untung kalian yg susah rakyat kecil lagi,parah negri Konoha,rakyat selalu di buat susah",1,2024-12-24 11:11:26
Applikasi keluar sendiri saat pendaftaran,1,2024-12-24 10:55:33
Manual saja.. Gak usah LG pake aplikasi.. Update yg gak tahan,2,2024-12-24 10:41:01
Minta update muluk. Pas lagi isi malah mau ngupdate. Dak bisa ditunda lagi. Yg diupdate jg dak terlalu wah. Akibatnya antrian harus nyingkir,1,2024-12-24 10:37:05
Program hadiahnya cuma nguntungin BUMN dan penarikan undian tidak diketahui kapan dan di mana ...,2,2024-12-24 10:27:15
"Setelah update, malah gak bisa terbuka, minta update terus",1,2024-12-24 10:17:23
"Aplikasi sampah, bug banyak, error dimana mana",1,2024-12-24 10:14:46
Saat mau kirim data malah muncul kesalahan sistem mohon coba lagi gitu trus sampai kiamat gimana solusiya,1,2024-12-24 10:05:29
Dengan barkode my pertamina jadi bisa beli pertalite dimana-mana,5,2024-12-24 09:56:36
baik,3,2024-12-24 09:46:39
Gak jelas aplikasi ini setelah di update!!!,1,2024-12-24 09:31:06
Klo bikin apk belajar dari Shell lah Professional dikit Napa. Sampe record pembelian aja ga ada. Hadeuh,1,2024-12-24 09:13:18
"Mypertamina tidak dapat menyelesaikan masalah konsumennya,hanya kemauan Pertamina sendiri,kode QR sudah rusak tidak bisa didaftar lagi agar Mendapatkan kode QR baru",1,2024-12-24 09:11:31
mantap,5,2024-12-24 08:12:12
good,5,2024-12-24 08:06:27
Terlalu menyusahkan..sudah jelas masih uji coba..disebagian spbu menolak pembayaran cash.. Ditambah lagi ga bisa masuk ke daftar QR...lucu banget..pihak spbu yang buat aturab pihak spbu sendiri yang mempersulit..🔙🔜,1,2024-12-24 07:49:35
Mantab👍👍👍👍,5,2024-12-24 07:15:48
Transaksi mudah dan cepat,5,2024-12-24 07:06:32
Nggawe ruwet,1,2024-12-24 06:44:42
RIBET. KALO GA NIAT NGASIH SUBSIDI NGOMONG BOS.,5,2024-12-24 06:34:33
Aplikasi ribet,1,2024-12-24 05:49:14
Sdh bbrp minggu ini smpe skr selalu log out tidak bisa masuk app. Sdh di uninstall trs install ulang msh ttp sama,2,2024-12-24 05:37:25
Ok,5,2024-12-24 05:27:28
"Terlalu bnyak bug, upload stnk kaga mau muncul,gmna mau bikin nya coba ribet amat",2,2024-12-24 04:59:14
promo nya menipu,1,2024-12-24 04:26:38
Ok,5,2024-12-24 03:58:55
Ok,5,2024-12-24 03:52:02
Siiippppp,5,2024-12-24 03:36:16
semoga banyak promo da pocer nya supaya ringan saya bayar nya karna saya ojol tiap hari memerlukan pertalet sebesar 50 per hari,5,2024-12-24 03:23:20
"Kalian kerjanya ngapain ini aplikasi ambil foto stnk gbisa2 balik lagi balik lagi ke home,, perbaiki coba bikin ribet rakyat aja",1,2024-12-24 03:10:08
Perlu di sinkronkan data pengisian bbm dengan aplikasi agar kita tau berapa konsumsi bbm yg sudah digunakan,5,2024-12-24 03:07:10
"Mohon bantuannya jika tertulis no polisi mobil sudah pernah didaftarkan, padahal belum pernah melakukannya. Bagaimana nggih solusinya? Terima kasih...",2,2024-12-24 02:52:53
"Halah bobrok banget dah,minta bantuan ke pom buat daftar akun malah ada biaya kata petugasnya,memang harus kena biaya gitu daftar akun subsidi tepat.",1,2024-12-24 02:39:45
Terimakasih,5,2024-12-24 02:38:02
Update setelah itu daftar ulang Cape deh,5,2024-12-24 02:03:42
"Ketika mau kirim data untuk pembuatan Barcode selalu gagal *Kesalahan Sistem, silahkan coba beberapa saat lagi"" Itu sudah berlangsung selama 3 hari bukan beberapa saat lagi. Dan itu terjadi setelah upgrade versi terbaru",1,2024-12-24 01:52:53
Sulit ambil QR code,5,2024-12-24 00:42:34
"Biarpun sudah pake aplikasi mypertamina dan sudah diberlakukan barcode subsidi eh malah pertalitenya langka di spbu kecamatan sandai kab Ketapang. Dan masih juga banyak yang antri minyak pake drum dan motor dengan tanki segede gaban, hampir setiap akhir tahun macam begini seperti ada permainan.",1,2024-12-24 00:31:33
terkadang nominal uangnya error gak muncul dan membuat konsumen agak khawatir bisa d pakek atau gak pas saat itu,3,2024-12-23 23:42:48
Waktu tunggu pendaftaran terlalu lama. Aplikasi banyak errornya. Masa plat nomer udah cocok kebacanya tidak sesuai. Aplikasi terlalu bertele2 dan sangat tidak efektif.,1,2024-12-23 23:17:59
"Database tidak sesuai dengan stnk.tidak bisa di rubah,harusnya solar tertulis pertalite",2,2024-12-23 23:16:26
"nyesel gw download buang2 kuota aja aplikasi ga jelas dari awal terus aja minta verifikasi email tp ga dikirim2 sampe email masuk gw hapus2in apa lagi daftar subsidi bbm makin ga jelas, bikin program tp blm siap",1,2024-12-23 23:16:07
"Tolong aplikasi ini diperbaiki kalau nggak mending nggak usah pakai ini aja sekalian!!! Ngupload foto aja sulit,nggak bisa upload file.Tolong lah pelayanan publik itu harus berorientasi pada masyarakat jangan pada kemauan sendiri",1,2024-12-23 23:00:36
Good app,5,2024-12-23 22:57:36
saya ikut komentarlah atas kejelekan aplikasi tak berguna ini,1,2024-12-23 20:44:26
Siip Siip,5,2024-12-23 18:54:40
Udah upload stnk dan foto kendaraan malah sjstem bermasalah berkali2 sama ajh gitu,3,2024-12-23 18:44:38
Barcode saya tidak terupdate masalahnya dimana tlng dijelaskan,5,2024-12-23 18:08:45
scan lambat,2,2024-12-23 16:57:09
Taekkkk,1,2024-12-23 16:52:49
Bagus,5,2024-12-23 16:25:07
Error berhari-hari tanpa ada perbaikan,1,2024-12-23 16:24:24
"Setelah di-update log in menginput pin selalu salah, reset pin baru pun tetap salah, bagian costumer servis tidak bisa berfungsi sebagaimana mestinya saya",1,2024-12-23 16:02:19
Aplikasi nya ribet banget tida rekomen datang ke pertamina nya langsung kalo daftar suruh bayar,1,2024-12-23 15:24:58
Sangat berguna untuk roda pemerintahan dan perekonomian rakyat indonesia khususnya. Subsidi tepat my Pertamina.,5,2024-12-23 14:54:53
apl tolol masa rubah data ga bisa di edit,1,2024-12-23 14:52:09
Proses pendaftaran nya bgus tpi saat ambil foto tidak bsa msuk ke galeri malah msuk kekamera tolong beritahu sya gmna cara msuk ke galeri di aplikasi ini,1,2024-12-23 14:31:35
"Aplikasi sialll sangat merepotkan, ngisi bbm suruh pake aplikasi yg gak jelas gmana cara daftar nya ini",1,2024-12-23 14:05:50
Semangat,5,2024-12-23 13:52:06
Mencoba hal baru untuk meraih keuntungan maksimal. 😊,5,2024-12-23 13:34:06
"aplikasi mnt di update trus,tp mlh di instal g bs"" udh beberapa hr di coba ttp g bs",2,2024-12-23 12:56:13
Ok,5,2024-12-23 12:50:58
Baguss,5,2024-12-23 11:59:39
BBM Subsidi lebih tepat sasaran,5,2024-12-23 11:48:10
Aplikasi yang dibikin dengan anggaran yang di korupsi ya begini,1,2024-12-23 11:45:54
pembayaran lama,2,2024-12-23 11:29:15
Mantap,5,2024-12-23 11:28:41
mantab,5,2024-12-23 10:50:12
Ra mutu uplot media stnk gk bisa dari galeriii,1,2024-12-23 10:21:37
"Buat nonkendaraan tidak ada,saya mau mendaftar untuk traktor tapi tidak ada pilihan buat nonkendaraan",3,2024-12-23 09:51:29
"Aplikasi update mulu tapi masih begitu bae gagal mulu , udah daftar semua giliran udah beres kode QR malah gagal mulu , tolong lah di permudah biar orang orang minim internet bisa paham , tolongdi perbaiki dan di permudah caranya",1,2024-12-23 09:33:40
Kami penguna MyPermina tapi kami punya kendala saat mau pakai nomor polisi sama dengan pisik kendaraan tapi logo barcode discan yang tamypil tidak sama atau berbeda bagaimana langkah saya. Kami sudah mencoba dengan mendaftarkan ulang tetapi ditolak dengan alasan sudah terdaftar jadi sebagai orang awam dengan teknologi kami merasa kebingungan saat mau memanfaatkan atau mengunakan kartu Mypertamina yang selalu ditolak oleh petugas SPBU.,3,2024-12-23 09:04:38
Ribet udh di print barcode ternyata ada update barcode,1,2024-12-23 09:03:24
mantap,5,2024-12-23 08:59:45
Ok,5,2024-12-23 07:48:08
Mantap,5,2024-12-23 07:32:00
free admin don utk topup,4,2024-12-23 07:00:21
"Bilangin ke pemerintah nyusahin masyarakat doang klo kayak gini mah, gk semua orang megang saldo, normalisasikan uang tunai pemerintah gk punya otak maunya duit doang.",1,2024-12-23 06:49:44
cepat dan mantap,5,2024-12-23 06:44:12
lop,1,2024-12-23 06:39:04
Suruh daftar sudah daftar... Malah aplikasi nya yg error....sistem.....,1,2024-12-23 06:32:43
Goog,4,2024-12-23 06:05:54
Min tolong cara menampilkan barcode buat transaksi pembelian BBM bersubsidinya dipermudah/diluar. Supaya tidak harus mencari cari dulu suka lupa. Kalau sudah ada bintangnya mau saya tambahin,1,2024-12-23 05:59:51
Error pada sistem coba beberapa saat,1,2024-12-23 05:23:42
Terima Kasih,5,2024-12-23 04:54:04
Pertamina memang oke👍,5,2024-12-23 04:52:19
"Di SPBU Tubagus Angke tolong diberi tahukan untuk melayani customer secara baik jgn jutek dan fasilitas dilengkapi,terutama pembayarannya mesti cash gak bisa debit atau qris dan juga kurang ramah tamah ,misalkan soal BBM subsidi kadang tidak semua masyarakat tau bahwa mesti ada code/barcode pengisian, cuma hanya diberitahukan caranya gampang tapi kenyataannya mrk ogah kasih tau justru mengharapkan customer gak jadi isi BBM ditempatnya, menurut sy tidak bagus bisa bikin rugi perusahaan",5,2024-12-23 04:30:23
"Setelah Update, malah logout, login lagi nggak bisa malah ke Blokir, pake fitur lupa sandi begitu login ulang, HALAMAN MUAT ULANG berkali kali, Hassilnya beli BBM Susah tanpa barcode,Masukin Data NIK dibilang salah padahal sesuai KTP... Developer kaji ulang masalah ini",1,2024-12-23 04:29:12
Data sudah benar semua terus waktu ngirim datanya terjadi kesalahan pada sistem mohon coba lagi beberapa saat. Sudah berulang2 tetap sama. Trs harus bagaimana lagi,2,2024-12-23 03:44:42
sangat membantu,5,2024-12-23 03:38:10
Tolong servernya di Benai kendala server semua,1,2024-12-23 03:31:47
sangat membanty,5,2024-12-23 03:18:13
aplikasi bobrok daftar barcode aja susah banget,1,2024-12-23 03:15:07
respectt ya,5,2024-12-23 03:09:54
Dibuat ribet karena abis ganti plat. Gak tuh fiture langsung ganti nopol plat,2,2024-12-23 02:54:36
Aplikasi tolollllllllll. Apus aja inj aplikasi,1,2024-12-23 02:36:22
Sulit bikin barkot,5,2024-12-23 02:18:00
"Aplikasi apaan ini , aku udh muak sama sistem foto STNK nya , apaan coba kata suruh foto depan belakang ,giliran udh foto tekan centang malah balik lagi ke laman pendaftaran, ini ngga terjadi hanya 1 kali , tapi beribu kali aku coba , ah pusing , di web sama di aplikasi sama aja ngga ada yang jelas , ngasih subsidi aja kek ngga iklhas banget , di ribetin Mulu",1,2024-12-23 01:51:31
Saya suka sekali dengan aplikasi ini,5,2024-12-23 01:36:32
tolong yaa di perbaiki lagi. aplikasi ini menyulitkan pengguna sudah berkali kali di coba daftar tetap ajah terjadi kesalahan mana pertamina udah nuntut pake barkot lagii,1,2024-12-23 01:26:31
Gag entos,1,2024-12-23 01:14:07
mantap,5,2024-12-23 01:08:57
Sangat membantu untuk mendapatkan bahan bakar yang terjangkau masyarakat kecil 👌🙏🏻,5,2024-12-23 00:53:12
Ribet mendapat kode QR,1,2024-12-23 00:42:31
Membuat barkot Pertamina saya kesulitan,5,2024-12-23 00:06:32
Masih belum di gunakan sampai saat ini,5,2024-12-23 00:02:51
trimakasih sangat membantu,5,2024-12-22 23:56:07
aplikasi cacad,1,2024-12-22 23:50:34
Sangat membantu,5,2024-12-22 22:45:02
boleh boleh boleh,5,2024-12-22 22:06:04
Good,5,2024-12-22 21:56:01
👍👍,5,2024-12-22 21:07:56
"Udah berkali kali daftar akun baru selalu muncul tulisan ""kesalahan sistem coba beberapa saat lagi"", giliran dicoba gitu terus. Udah call 135 katanya suruh pakai chrome tp ttp sama saja, chat 135 ngak bisa kasih solusi, kirim email ngak ada balasan, trs gmn lg coba.",1,2024-12-22 19:31:40
Selalu gagal terjadi kesalah sistem,2,2024-12-22 18:39:36
Best,5,2024-12-22 18:04:48
buat upload stnk kok tidak bisa,3,2024-12-22 15:55:30
Menyenangkan,5,2024-12-22 15:20:34
"keseringan update,hadehh",2,2024-12-22 14:38:47
"Aplikasinya susah diperhatikan, error terus, pendaftaran unit selalu gagal. Sangat menyulitkan",1,2024-12-22 14:20:49
Bagaimana caranya melihat kode QR ya?,3,2024-12-22 14:13:57
good,5,2024-12-22 13:33:28
Ok,5,2024-12-22 13:16:15
Simple dpt dimengerti,5,2024-12-22 13:03:01
Mantap,5,2024-12-22 13:01:16
👍,5,2024-12-22 12:49:45
👍👍,5,2024-12-22 12:47:09
Aplikasi menyusahkan masyarakat.,1,2024-12-22 12:41:18
butut koplok aplikasi teh te bisa di pencet,1,2024-12-22 12:28:48
Aplikasi sampah !!!!!! Ga guna sama sekali,1,2024-12-22 12:18:55
"Aku coba daftar udah aku masukan nama salah juga udah sesuai di ktp tetap salah,,aku mau ganti alamat email karena emailnya salah malah tambah sulit ,dan di suruh mengulang lagi ,,bukannya mempermudah malah mempersulit",1,2024-12-22 12:09:38
Sangat membantu,5,2024-12-22 11:39:02
sangat bagus,5,2024-12-22 11:13:09
Aplikasi yang sangat membantu buat naikan darah tinggi udah daftar beberapa kali masih ajh kaga bisa kan bikin orang rumit,1,2024-12-22 11:11:08
percuma download my pertamina....sebab tidak semua spbu pertamina bisa terima....saya sampai 4 spbu gada bisa..buat apa bikin my pertamina kalau masyarakat tidak bisa menggunankan di spbu pertamina,1,2024-12-22 11:00:30
Mantap mudahan dapat bonus gratis,5,2024-12-22 10:53:36
"Aplikasinya kurang praktis.. harus login ulang aplikasi, setelah beberapa hari tidak dibuka.. termasuk menu bbm bersubsidi..",3,2024-12-22 09:48:44
Great,5,2024-12-22 09:32:27
7hh b,3,2024-12-22 09:24:54
Daftar nya selalu gagal udah berhari-hari ga pernah bisa...,1,2024-12-22 09:18:48
Gak bisa registrasi barcod,2,2024-12-22 08:52:41
Rungkad,1,2024-12-22 08:04:52
aplikasi sangat bagus dan akurat JD 5 binrang,5,2024-12-22 08:03:32
memudahkan dan banyak promo menarik,5,2024-12-22 07:54:48
Semoga tambah maju dan lebih terbuka untuk kalangan masyarakat kecil,5,2024-12-22 07:25:25
bagus sekali,5,2024-12-22 07:15:55
plis dong sediakan pembayaran Dana dan tolong ya setiap notif masuk suaranya jangan terlalu gede bgt,3,2024-12-22 06:59:34
Best,5,2024-12-22 06:41:01
Manntaapppp,5,2024-12-22 05:41:08
Rumit,1,2024-12-22 05:35:02
"nopol sudah terdaftar katanya, padahal belum. trus ajuin form keluhan. semoga cepat di bantu.",3,2024-12-22 05:01:18
alikasi okr,5,2024-12-22 04:56:22
Payah banget,1,2024-12-22 04:46:26
"Saya mau daftar barcode Pertamina, tapi susah sekali",5,2024-12-22 04:40:13
Mau bikin barcode gagal terus foto ktp sudah di foto berkali kali tapi gak muncul,3,2024-12-22 04:21:10
bisa menbatu,5,2024-12-22 04:06:55
"semenjak ada barkot2 an gk jelas prtamin , kadang suka updet , suka login sndiri , kadang barkot gk bisa di pake kudu perbaruan ... ampun dah rakyat udh sengsara bikin barkot tambah sengsara lagi pembaruan🤬🤬",1,2024-12-22 03:43:05
Ok,4,2024-12-22 03:23:51
"Saya mau registrasi mypertamina untuk yang pertama kali nya, tapi kenapa tidak muncul kode otp ? Baik lewat WhatsApp maupun lwt SMS tetap tidak muncul Why?",1,2024-12-22 03:15:36
Aplikasi taik dibuka nunggu kode otp tapi gk dikirim2 nyusahin masyarakat aja apalikasi taikkkk,1,2024-12-22 03:04:17
"Aplikasi sebesar ini bug nya banyak kali, ngirim kode otp mau daftar aja susah kali, kalau gaptek gausah sok sok an bikin aplikasi, menyusahkan aja",1,2024-12-22 02:57:30
Up date terus dan pengambilan gambar poto dari STNK dan poto mobil gak bisa dari galeri,4,2024-12-22 02:57:22
Kode otp ga bisa masuk sama sekali bagaimana mau daftar ke dipersulit untuk dapat bahan bakar udah coba daftar berkali-kali tetap ga ada dapat otp,1,2024-12-22 02:50:13
Udah berkembang lah,5,2024-12-22 02:41:40
Apk tolol . Mau daftar aja ribet kode otp,1,2024-12-22 02:32:56
Terimakasih atas pelayanan-nya. Tuhan memberkati,5,2024-12-22 02:25:30
kode otp nya ga di kirim kirim,1,2024-12-22 02:23:19
"mana otp diperangkat baru.. aneh, 5 kali percobaan via WA/SMS tapi ga ada OTP nya!!!",4,2024-12-22 02:14:40
Buruk,1,2024-12-22 02:13:23
Dk bisa login,5,2024-12-22 02:11:53
"APLIKASI SAMPAH, MAU DAFTAR AJA SUSAH BANGET MINTA KODE OTP GAK DIKIRIM KIRIM PADAHAL NOMOR UDH BENAR",1,2024-12-22 01:54:17
👍🏻👍🏻👍🏻,5,2024-12-22 01:52:27
Oke,5,2024-12-22 01:40:53
"Bisa ngk sih, cara login nya itu di permudahkan jadi semua orang bisa masuk gitu. Ini masuk nya susah banget TOLONG YAAA",1,2024-12-22 01:31:11
"Sangat jelek, kode OTP nda masuk",1,2024-12-22 01:26:09
"Jelek banget aplikasinya. Sampe skr saya gak bisa masuk aplikasi karna otp gak pernah masuk. Sedangkan mau beli bensin harus masuk aplikasi, trus kudu piye coba. Menyusahkan, akhirnya tiap isi bensin selalu cari pom merek luar 🤣🤣🤣",1,2024-12-22 01:13:27
Baik,5,2024-12-22 00:02:02
"Aplikasi tergoblok luar biasa dari BUMN, selalu Poto STNK pasti kembali terus, ulang dari awal",1,2024-12-21 23:59:17
"Aplikasi ditolak karena alasannya nopol tidak sesuai, padahal saat nopol dimasukan datanya otomatis keluar sendiri, warna plat seharusnya putih keluar otomatis hitam dan gabisa dirubah, jadinya ga sesuai, mohon informasi data yg keluar di my pertamina itu darimana?",1,2024-12-21 23:54:59
keren,5,2024-12-21 23:11:08
Top,5,2024-12-21 23:08:08
Ok banget lebih simple,5,2024-12-21 19:03:02
Bagus,5,2024-12-21 18:15:58
Aplikasi terkontol yg pernah ada..! Tolol,1,2024-12-21 16:59:03
okeh bgt,5,2024-12-21 15:56:05
"Sudah daftar, taunya gak terdeteksi",1,2024-12-21 15:52:40
ok,5,2024-12-21 15:48:54
Yg butuh jasa bikin barcode sini dibikinin,4,2024-12-21 15:41:49
Mantap pertaminaku,5,2024-12-21 14:30:02
KEBANYAKAN UPDATE TIAP BULAN!.,1,2024-12-21 14:28:30
Ribet,1,2024-12-21 14:09:24
pas upload foto STNK tidak bisa(tidak terupload). Sudah berulang kali di coba tetap tidak bisa,1,2024-12-21 13:57:55
Baru jg download apk plat nomer mobil sudah di dasarkan gmna konsepnya,1,2024-12-21 13:29:56
ok,5,2024-12-21 12:17:52
Bagus,4,2024-12-21 12:08:26
Masih diblokir terus dengan segalah cara. udah 1 thn lebih. kasih bintang 1 dulu. Kalau udah di buka blokiran . Akan di kasih bintang full,1,2024-12-21 11:52:57
"Aplikasi gk jelas tlll, daftar susah dipersulit nunggu 14 hari, pdhal data jelas, mobil baru, cash, di stnk atas nama sendiri, tpi kok msih nunggu 14 hari, pekok",1,2024-12-21 11:35:55
"Hanya bikin repot orang saja sudah berulang kali daftarkan kendaraan selalu gagal KESALAHAN PADA SISTEM, BURUK.",1,2024-12-21 11:35:52
My Pertamina sangat membantu dalam melihat SPBU dan perkembangan harga BBM,5,2024-12-21 11:29:46
Aplikasi seharusnya tidak pakai OVO,1,2024-12-21 10:57:14
"Kode QR hilang, cara mencarinya diaplikasi ini bikin ribet",1,2024-12-21 10:55:50
"Appnya makin semakin tdk jelas, habis diupdate bukannya bagus, malah makin nggak bener, selesai foto stnk & mobil balik lg ke pendaftaran. Tolong dibeneri tuh, loopang - looping wae😡 Tempat upload fotonya tlg dibeneri secepatbya tuh.",1,2024-12-21 10:48:15
Ambil foto stnk dari galeri skrg knp tidak bisa,1,2024-12-21 10:27:56
"Bikin barkot ,gagal melulu",5,2024-12-21 10:27:29
"Pengalaman yg ada, selama ini baik.",4,2024-12-21 10:25:26
Mantab,5,2024-12-21 10:11:29
mantaap,5,2024-12-21 09:51:21
Kenapa bukak subsidi tepat gak bisa lucu,1,2024-12-21 09:51:07
"selalu jaringan time out, aplikasi pemerintah kekurangan anggaran perkuat dulu teknologinya 100T, baru buat aplikasi yg preper",1,2024-12-21 09:14:10
"gimana cara memoto KTP,STNK,dan Mobil ny",5,2024-12-21 09:09:41
Mempersulit hidup orang. Gue daftar selalu tulisannya sistem gangguan.,1,2024-12-21 08:47:08
Baru permulaan,4,2024-12-21 08:27:09
sangat bagus,5,2024-12-21 08:13:27
Buka barkot,5,2024-12-21 08:10:26
aplikasi paling gak guna,1,2024-12-21 07:54:54
sangat membantu mempermudah,5,2024-12-21 07:30:47
Aplikasi selalu terkeluar saat pendaftaran bbm gratis saat foto tiba tiba ngulang dari awal lagi,1,2024-12-21 07:07:33
Baik,5,2024-12-21 06:58:03
AMAN,5,2024-12-21 06:39:07
Woy data kendaraan gw ilang anying,2,2024-12-21 06:34:12
Semoga apl mypertamina tdk sering troble,5,2024-12-21 06:24:24
Setelah update malah data kendaraan tidak aktif dan tidak muncul barcode,1,2024-12-21 06:10:49
Memudahkan dan bisa memantau penyaluran subsidi,5,2024-12-21 05:51:48
Banyak kekuranganya halamat muat bermasalah. Tidak bisa daftar akun. Tidak bisa mengambil barcode. Setidaknya jgn mempersulit.,1,2024-12-21 05:50:54
Mantap cun x,5,2024-12-21 05:36:46
Trima kasih,5,2024-12-21 05:36:09
"Bukannya mempercepatat, malah memperlambat saat transaksi",2,2024-12-21 05:35:54
Lumayan bagus,5,2024-12-21 05:32:40
"Susah pendaftarannya, banyak ribetnya, upload foto KTP berkali kali tapi gak bisa, gak ada keterangan kurang apanya, balik lagi ke homepage awal terus",1,2024-12-21 05:31:41
sippppp,4,2024-12-21 05:27:07
"Berpuluh2 X saya mencoba mendaftar, tp tetap gk bisa, sesulit ini kah beli pertalite",1,2024-12-21 05:24:37
